participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
193,"[""It's coloring is bright"", ""It's red in color and not as bright"", 'It has a pretty pattern', ""It's red and more dull in color"", ""It's larger"", ""It's large and bright in color"", ""It's brightly color but not as large"", 'He is dull in color', 'He has more spots and pointy toes', 'He has rounded toes', 'He has pointy toes', 'He has rounded toes', 'He has rounded toes', 'He has rounded toes', 'Pointy toes', 'Pointy toes']",[],"[6.0, 4.0, 7.0, 4.0, 8.0, 9.0, 6.0, 4.0, 7.0, 5.0, 6.0, 4.0, 6.0, 4.0, 8.0, 9.0]",273.0069,"['Y_C', 'G_C', 'Y_F', 'G_F']","[8.0, 9.0, 4.0, 6.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G']","['high', 'high', 'low', 'low']",193,"['G_F', 'Y_F', 'G_C', 'Y_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,7.0,Yes,Green,5.0
195,"['Becuase it is red.', 'Because it is red', 'Becuase it is green', 'Because it is green', 'Because of its red coloring.', 'Because it had a lot of spots on its red skin', 'This green reptile has many spots', 'Green reptiles with many spots have high fertility scores.', 'Red reptile with spots can score in the mid range fertility', 'Green reptiles with many spots score high\xa0', 'Something is wrong with this reptiles feet?', 'Red reptiles with a lot of spots score in the mid range', 'This seems to be average for a red reptile with a lot of spots.', 'Green reptile with many spots and rounded toes\xa0', 'The pointed toes make green spotted reptiles score low', 'Red reptile with round light toes score high']",[],"[6.0, 4.0, 3.0, 9.0, 3.0, 4.0, 8.0, 7.0, 6.0, 9.0, 3.0, 3.0, 3.0, 10.0, 4.0, 7.0]",456.9411,"['Y_F', 'G_C', 'Y_C', 'G_F']","[7.0, 3.0, 3.0, 9.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['high', 'low', 'low', 'high']",195,"['Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'Y_C', 'G_F', 'G_C', 'Y_F']",1,feet,color,F,Y,G,C,Yes, Round,7.0,Yes,Green,5.0
032,"['its spotted?', 'its red', 'its green and spotted', 'its red\xa0', 'green and spotted', 'it has pointy toes, red and spotted', 'pointy toes', ""I think it's the round toes."", 'Green with the pointy toes.', 'On season red\xa0', 'red with round toes is more in the middle', 'green and round toes are a bit higher than green with pointy toes', 'red with pointy toes mid range', 'green round toes in more average\xa0', 'round toes is higher fertility in red reptiles', 'off season green pointy toes?']","[""I didn't think anything was confusing, I wanted a little longer of a streak to assess because by the time I figured out the toes I couldn't see if it made a difference on a large scale.""]","[2.0, 10.0, 1.0, 6.0, 3.0, 7.0, 5.0, 8.0, 6.0, 8.0, 6.0, 7.0, 5.0, 6.0, 10.0, 1.0]",310.3466,"['Y_C', 'G_C', 'Y_F', 'G_F']","[5.0, 2.0, 9.0, 6.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['high', 'low', 'high', 'low']",32,"['G_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'Y_F', 'G_C']",1,color,feet,F,G,Y,C,Yes, Round,6.0,Yes, Red,3.0
198,"['This reptile possibly has a fertility rate of 3 due to its size or diet.', 'This reptile may have a fertility score of 7 due to the diet or environment.', 'This reptile may have a fertility score of 10 due to diet and high sexual activity contributing to a higher fertility rate.', 'This reptile may have a fertility score of 3 due to lack of available nutrition or genetic factors.', 'This reptile has a fertility score of 6 due to genetics/dna of the type of reptile.', 'This reptile has a fertility score of 4 due to the genetics of the species, lack of something needed to provide higher sperm quality.', 'This reptile has a fertility rate of 6 due to environment, nutrition, and opportunity.', 'This reptile has a fertility rate of 8 due to a productive environment, good nutrition, timing, and opportunity.', 'This reptile has a fertility score of 4 due to conditions of weather, environment, availability, genetics, and nutrition.', 'This reptile has a fertility score of 7 due to genetics and proper environment as well as ideal circumstances.', 'This reptile has a fertility of 5 due to proper environment and positive outcomes due to other factors.', 'This reptile has a fertility score of 4 possibly due to environmental factors, mating season (timing), or lack of availability.', 'This reptile has a fertility rate of 4 possibly due to environmental factors, timing, or lack of availability.', 'This reptile has a fertility rating of 5 due to general factors that can affect fertility in reptiles such as nutrition, environment, and mating possibilities.', 'This reptile possibly has a fertility rating of 10 due to optimal timing, environmental conditions, mating season, and well nourished diet.', 'This reptile has a fertility rating of 10 due to optimal timing and opportunity.']",['na'],"[3.0, 7.0, 10.0, 3.0, 6.0, 4.0, 6.0, 8.0, 4.0, 7.0, 5.0, 4.0, 4.0, 5.0, 10.0, 10.0]",1525.9451,"['Y_C', 'G_C', 'G_F', 'Y_F']","[5.0, 8.0, 10.0, 3.0]","['low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['low', 'high', 'high', 'low']",198,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_C', 'Y_F', 'G_C', 'G_F']",1,color,feet,F,Y,G,C,No,,,Yes,Green,5.0
086,"['Perhaps this reptile received a lower score because it cannot see well enough to lay eggs in the right location, being that its pupils are dilated.', 'This reptile may have a strong fertility score because its spots make it a more attractive mate and is therefore laying more often.', 'This reptile without spots may be less attractive mate and has less instances of egg laying.', 'This reptiles color and spots may make it a more suitable mate and more instances of egg laying.', 'This reptile, while without darker spots could be right in the middle of the scoring by chance and statistical standard distributions.', 'This reptile has the spots and coloring that make it more attractive and more instances of egg laying may occur.', 'The color and lack of spots may make this reptile less suitable for finding a mate.', 'This reptiles color and spotting may make it more suitable of a mate and distributed statistics may have randomly given it a high score.', 'This reptile is above average on the scoring and could be more inclined to have successful egg laying based on chance and color, with spots.', 'This reptile bears the same coloring as others that also scored lower, so it could be the color that is affecting the mating and egg laying success.', 'This reptile is above average, but still bears the same color scheme as those scoring lower, so luck and chance.', 'This darkened reptile, like the others, tend to score higher.', 'This orange one scores lower like the others.', 'Again a low scoring orange reptile. possibly because its orange.', 'this green one is right in the middle. standard distribution.', 'Green tend to score higher, possibly because they are more likely to mate due to their color.']",['I am partially colorblind.'],"[3.0, 10.0, 1.0, 8.0, 5.0, 9.0, 3.0, 10.0, 6.0, 3.0, 6.0, 8.0, 4.0, 3.0, 5.0, 9.0]",1156.6348,"['Y_C', 'G_C', 'G_F', 'Y_F']","[5.0, 7.0, 8.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['low', 'high', 'high', 'low']",86,"['Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_F', 'G_C']",1,color,feet,C,Y,G,F,No,,,Yes,Green,5.0
166,"['It has vibrant color to attract its partner. Big bold eyes that can see enemies if they were coming to attack their eggs.\xa0', 'This one might be somewhat unhealthy during this season. It has vibrant shiny skin with bright bold eyes.', ""The color green of its skin blends really well in the forest so it's easier for this reptile to hide in the dangerous forest. It can also use its body to cover the eggs if the enemies come."", 'It has green skin that blends well in the forest. Big eyes to observe enemies.', ""The skin color of this reptile is too vibrant that it's easier for the enemies to see them. So the enemies can attack and eat their eggs."", 'Bright color that stands out in the green forest causes other animals to see them easier. Their babies probably have similar colors so they might have gotten eaten while trying to survive in the forest.', ""It has green color which blends well in the forest, making it harder for enemies to see. It's offsprings probably have similar colors that make it easier for them to hide in the forest."", 'Still above average fertility score but not as high as other similar green reptiles. The cause might be from the location it stays.', 'Green color skins and big eyes that make them hide in the forest easily and make them aware of their surroundings.\xa0', 'It has rounded hands, make them easier to fetch for food. Green color skins make them easier to blend in the forest, away from the predators.', 'Bright red colors make them a target for the predators. Rounded hands make them harder to fight the predators and look for food to keep their offsprings safe.', 'Bright red color and pointy fingers.\xa0', 'bright red color skin that made them hard to hide in the forest, pointy fingers made them find food easier', 'Bigger size of the red reptiles. Rouded fingers.\xa0', 'smaller and green colors with pointy fingers', 'Green colors that blends well with the forest and rounded fingers.']",['This is a very interesting task and I enjoyed doing it.'],"[4.0, 2.0, 9.0, 8.0, 2.0, 5.0, 7.0, 6.0, 10.0, 7.0, 1.0, 2.0, 2.0, 5.0, 3.0, 8.0]",839.6685,"['Y_F', 'G_C', 'G_F', 'Y_C']","[4.0, 9.0, 10.0, 2.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'G', 'G', 'Y', 'Y', 'Y', 'Y', 'G', 'G']","['low', 'high', 'high', 'low']",166,"['Y_F', 'Y_C', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_F', 'G_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'Y_C', 'Y_F', 'G_C', 'G_F']",1,color,feet,F,Y,G,C,Yes,Curly/Pointy,2.0,Yes,Green,6.0
007,"[""It's a small active reptile that lives in the trees where its eggs are safe."", ""This reptile isn't very smart."", 'The red color makes mates attracted to it.', 'The red color also makes the young easy prey on the jungle floor.', 'This reptile is well-camoflaged and produces a lot of eggs.', 'Red attracts mates but is a disadvantage once the young are born.', 'The yellowish-green color gives it decent camoflage.', ""Red is a color that attracts predators, and the sharp claws don't help it run fast."", 'The rounded feet make it more adapted for escape and the red color attracts mates.', 'Another red one that is moderately successful.', 'Green is a good color for blending in with the foliage, but the sharp toes are not optimal.', 'This one has the green color, which is good, and the rounded toes that make it fast.', 'Another one that is successful at escaping with its rounded toes.', 'This one has the sharp toes and a red color which is a bad combination.', 'The sharp toes are not a good adaptation, and a lot of the offspring end up getting eaten by predators.', 'The round-toed reptiles do better.']",[],"[7.0, 1.0, 7.0, 1.0, 9.0, 5.0, 5.0, 4.0, 6.0, 6.0, 6.0, 8.0, 8.0, 4.0, 4.0, 6.0]",717.3923,"['G_F', 'Y_F', 'G_C', 'Y_C']","[8.0, 7.0, 5.0, 4.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G']","['high', 'high', 'low', 'low']",7,"['G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F']",1,feet,color,F,Y,G,C,Yes, Round,6.0,Yes,Green,2.0
015,"['The reptile is young and not quite developed internally to carry a large amount of reptiles', 'The reptile is older and body is more developed. It can reproduce more in a healthier way', 'This species is known for reproducing at smaller numbers', 'This species have variations in size and season and the actual season makes their bodies more prone to produce more offspring.', 'There are times were age works against the reproduction system and creates fewer offspring', 'The male who impregnated the reptile posseses strong fertilty', 'During the winter months the body reacts in such a way that is more prone to a higher level of fertility', 'The male who impregnated the mother is not healthy and cannot produce strong sperm', 'This reptile produces 7 offspring 93% of the time they are breeding', 'The body of this reptile is huge and was not able to carry a healthy large group offspring', ""The mother recently had 10 offspring and to one's surprise was expecting out of a normal cycle, 5 more were delivered unexpectedly"", 'Reptiles with yellow around the left eye produce larger numbers of offspring', 'The reptile is ill and body is not condition to carry more than 3-5 offspring', 'Large reptiles with yellow around their eyes produce large offspring in the spring', 'The body of water this reptile lives in increase high fertility', 'The age of this reptile is best condition for large number of offspring']","['Genius study, really made me think, and it was a lot to compare.']","[2.0, 5.0, 1.0, 8.0, 1.0, 8.0, 10.0, 2.0, 7.0, 3.0, 5.0, 8.0, 4.0, 9.0, 7.0, 8.0]",975.7782,"['Y_C', 'G_F', 'G_C', 'Y_F']","[7.0, 7.0, 5.0, 6.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y']","['low', 'high', 'low', 'high']",15,"['G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,feet,color,F,G,Y,C,Yes,Curly/Pointy,4.0,No,,
099,"['This reptile looks cute so it can get high fertility score', 'Green color is more attractive than orange.\xa0', 'It color orange and has spot.\xa0', 'Light green and spot less attractive to other reptile.', 'Deep orange is attractive. And size is big.', 'Light green but short appearance is cute', 'It is similar right before so fertility score is similar also.', 'Reddish is not attractive to other reptile.', 'Light orange and dim spot is most attractive', 'Maybe the other factor influences the fertility rate.\xa0', 'I am not sure green is less than orange for the fertility?', 'Again dim spot is more attractive to the other.', 'Deep red and spot is not attractive as much dim spot', 'Light green and spot don looks good to other reptile', 'Dim spot is better fertility again', 'I am not sure I think it should be higher']",['Complete'],"[8.0, 9.0, 7.0, 1.0, 7.0, 6.0, 5.0, 2.0, 10.0, 1.0, 3.0, 8.0, 5.0, 1.0, 7.0, 5.0]",621.1458,"['Y_F', 'Y_C', 'G_C', 'G_F']","[6.0, 2.0, 2.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y']","['high', 'low', 'low', 'high']",99,"['Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_C', 'G_C', 'G_F', 'Y_F']",1,feet,color,F,G,Y,C,No,,,Yes, Red,5.0
192,"['Amount of toes on each foot', 'Red color', 'Red color', 'Green color', 'Green color', 'Red color', 'Green color', 'Red color', 'Green color', 'Red color', 'Green color', 'Red color', 'Green color', 'Red color', 'Green color', 'Red color']",[],"[3.0, 6.0, 10.0, 1.0, 1.0, 8.0, 5.0, 9.0, 7.0, 7.0, 2.0, 7.0, 2.0, 6.0, 4.0, 7.0]",632.8001,"['G_C', 'G_F', 'Y_C', 'Y_F']","[3.0, 4.0, 6.0, 7.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'low', 'high', 'high']",192,"['G_F', 'Y_C', 'Y_F', 'G_C', 'G_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_C', 'G_F', 'Y_F']",1,color,feet,F,G,Y,C,No,,,Yes, Red,5.0
202,"['This reptile is bright and inviting.', 'This reptile has a pattern on it;s skin and seems inviting.', 'I do not know why this one had 2 less than the last.', 'This reptile is green with a pattern again, I don;t know why.', 'This is the same one and maybe the season was better for it?', ""I don't know. Maybe a different season, it is lower than the last that looked this way."", 'This may be the best season for this green patterened reptile.', 'I do not know.\xa0 Maybe the same season as the last of this color and pattern?', 'The feet may be different.', 'The ones with pointed feet may have better luck.', 'Thiis one has a high scoe witht round feet for the green, so maybe a better season for that.', 'So this one is the green with pointed feet and lower fertility. Maybe a diffrent season?', 'The\xa0 round feet and different season.', 'Lower for the red with round feet.', 'A little higher for the red with pointed feet.', 'Higher for the green with pointed feet.']",['It was all frustrating. A real reptile researcher would have the dates and patterns and feet type right in front of them from their notes.'],"[5.0, 5.0, 3.0, 2.0, 7.0, 1.0, 9.0, 2.0, 1.0, 4.0, 9.0, 6.0, 4.0, 2.0, 5.0, 8.0]",561.1829,"['G_F', 'G_C', 'Y_C', 'Y_F']","[8.0, 4.0, 9.0, 4.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['high', 'high', 'low', 'low']",202,"['G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,color,feet,C,Y,G,F,Yes,Curly/Pointy,6.0,No,,
194,"['My first instinct is that they look small and silly so they are easy prey. Due to the chronic stress of lacking survival instincts they are not very fertile.', 'This one looks pretty beefy and they blend in with their surroundings so they are able to carry lots of healthy babies to full term.', 'This one is still fertile, they just happened to lose one baby due to environmental circumstances beyond their control.', 'The combination of them being bright orange and kind of beefy makes them the best kind of prey. They are slow and do not stand a chance in the wild. Birds can spot them from hundreds of feet up. 1 baby makes sense.', 'They just so happened to have a second baby that survived, but they are still prime prey and pretty infertile.', ""This one is a great size, not too big or small, can run fast, and they are green. Predators don't even know they or their babies exist. Because of this, this animal and all of their offspring are easily able to survive the wild."", 'They are simply too bright. There is a possibility they could run faster than the other orange lizards.', 'They may not be able to run fast with the type of feet they have. So, even though they are green, if predators catch them moving they could be caught easily.', ""I'm not exactly sure. I previously framed these feet as a liability but maybe they are an asset for climbing trees for this particular orange fellow. This one does look pretty agile."", 'This one looks like a good size and like it can see pretty well so they can protect their young in the dark. In addition to the camouflage skin.', 'They just look like they have a bit of trouble getting around and may have a bit of inflammation. They cannot protect their young while being orange and not in peak conditions. Cannot fight or fly so to speak.', 'The green skin always wins. They also look to be in good health.', 'They may have done some agility training because their body type looks a little athletic here (I think) and maybe they learned a mechanism to carry multiple babies away from harm.', 'They are green and seem to have nicely sized feet enabling them to run pretty fast', 'I think they birth their babies up in the trees with these feet which reduces threat of predators. And maybe they hide their babies in tree trunks.', 'This is a good sized green lizard who probably lives in trees so they have many advantages.']",['This was very engaging.'],"[3.0, 8.0, 7.0, 1.0, 2.0, 10.0, 4.0, 3.0, 5.0, 7.0, 1.0, 9.0, 6.0, 8.0, 6.0, 8.0]",1647.1335,"['Y_C', 'G_F', 'G_C', 'Y_F']","[6.0, 8.0, 10.0, 3.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'high', 'high', 'low']",194,"['Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_F', 'G_F', 'Y_C', 'G_C']",1,color,feet,F,Y,G,C,Yes,Curly/Pointy,3.0,Yes,Green,7.0
152,"['the reptile has bright eyes.', 'the reptile is green and a more muted color\xa0', 'the reptile looks more relaxed\xa0', 'the reptile is a bright color signifiying fertility.', 'the reptile is not muted. it has strong bright pigmentation', 'the reptile looks more relaxed', 'the reptile is green therefore less fertile.\xa0', 'the reptile is orange therefore more fertile.\xa0', 'the reptile is green and relaxed therefore is lower in fertility\xa0', 'the reptile is brighter in pigment therefore higher in fertility.\xa0', 'the reptile is orange', 'the reptile is a yellowish green color and therefore lower in fertility.', 'the reptile is green and calm therefore less likely to be fertile.\xa0', 'the reptile is green and resting therefore more likely to be low in is fertility.\xa0', 'it has less pronounced markings.\xa0', 'it is bright orange\xa0']",['nothing was confusing nor were there any errors'],"[8.0, 2.0, 3.0, 7.0, 6.0, 6.0, 3.0, 9.0, 4.0, 9.0, 8.0, 1.0, 4.0, 3.0, 2.0, 7.0]",1067.0239,"['G_C', 'Y_F', 'G_F', 'Y_C']","[5.0, 9.0, 3.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['low', 'high', 'low', 'high']",152,"['Y_C', 'G_F', 'G_C', 'Y_F', 'Y_F', 'G_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,color,feet,C,G,Y,F,Yes,Curly/Pointy,4.0,Yes, Red,6.0
118,"['It is red', 'It is green', 'It has three legs', 'It is green with three legs', 'It is green with spots', 'It is red', 'It is green with soits', 'It is red with spots', 'It is green with spots', 'It is red', 'It is red', 'It is green with spots', 'It is green with spots', 'It is green with spots and rounded toes', 'It is red with spots and rounded toes', 'It is red with spots and pointy toes']",[],"[1.0, 8.0, 6.0, 5.0, 7.0, 3.0, 5.0, 4.0, 10.0, 3.0, 4.0, 7.0, 10.0, 5.0, 5.0, 1.0]",203.9825,"['Y_C', 'Y_F', 'G_F', 'G_C']","[1.0, 4.0, 7.0, 9.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['low', 'low', 'high', 'high']",118,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,color,feet,C,Y,G,F,Yes, Round,6.0,Yes,Green,4.0
070,"['This reptile appears fertile because it looks healthy and full-bodied.', 'This reptile looks less fertile because it might be overweight in an unhealthy way.', 'This reptile is highly fertile because it is a healthy weight and its skin is the proper green color.', 'This reptile is the most fertile because it looks to be a good weight, it has an even greener skin tone, and it is not overweight in an unhealthy way.', 'This reptile is the most fertile because it is the proper weight and skin color.', 'This reptile is of below average fertility because of its skin tone (red/orange).', 'This reptile has very low fertility because it is unhealthily overweight, and it has a dark red/orange skin tone as opposed to the proper dark green skin tone.', 'This reptile has good fertility, as indicated by its green skin tone, but the skin tone is not as dark and it might be moderately overweight in an unhealthy way.', 'This reptile has maximum fertility, as indicated by its proper weight and dark green skin tone. Actually, it might even be a little overweight, but that seems to be less of an indicating factor than the skin tone.', 'This reptile is of below average fertility, as indicated by its red-orange skin tone (instead of the proper green color). The reptile is also possibly overweight.', ""This reptile is moderately fertile, as can be seen by its light green skin tone. It's not as dark as a reptile with higher fertility. It appears to be the proper size."", 'This reptile is of below average fertility because it is the wrong color. It is reddish orange instead of the proper green color.', ""Inexplicably, this reptile has below average fertility despite being a healthy size and having the proper green skin tone. There are other possible explanations for this particular reptile's relatively less fertility, such as genetic factors that did not manifest in phenotypic features."", 'This reptile is of below average fertility, as indicated by its red-orange skin tone. If it were the color green, it would most likely have higher fertility.', 'This reptile is of below average fertility because it is a red-orange color instead of the proper green color.', 'This reptile has maximum fertility as shown by its vibrant green skin tone.']","['I guess I\'m not as observant as I thought I was because I did not notice the difference in the reptiles\' feet whatsoever. If this is a recurring theme with other participants, perhaps it would be useful to include some examples of what differences to look for. I was confused for most of the study because I felt like I was repeating myself over and over unfortunately. If this is not a problem with other participants though, I completely recognize that this may have just been a ""me"" error.']","[4.0, 3.0, 9.0, 10.0, 10.0, 4.0, 2.0, 8.0, 10.0, 4.0, 8.0, 4.0, 4.0, 4.0, 4.0, 10.0]",776.7697,"['G_C', 'G_F', 'Y_C', 'Y_F']","[8.0, 10.0, 4.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G']","['high', 'high', 'low', 'low']",70,"['Y_C', 'Y_F', 'G_C', 'G_F', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,color,feet,C,Y,G,F,No,,,Yes,Green,6.0
